"Teil,""Deckungsmenge"",""KommNr"",""Bedarfsmenge"",""Termin"",""SubRefObj"""
"zk210105762,""0.0"","""",""3240.0"",""2025-12-09"",""LA-00226166|zk210105762||0"""
"zk2101081473,""0.0"","""",""3240.0"",""2025-12-09"",""LA-00226166|zk2101081473||0"""
"zk210105757,""0.0"","""",""3240.0"",""2025-12-09"",""LA-00226166|zk210105757||0"""
"3972s,""0.0"",""116981-000500"",""2000.0"",""2025-07-28"","""""
"kas194140060,""0.0"",""V-000108"",""30.0"",""2025-12-09"","""""
"kas187133113,""0.0"",""V-000108"",""30.0"",""2025-12-09"","""""
"mat_3,""0.0"","""",""165.0"",""2025-07-22"","""""
"mb_2,""0.0"","""",""4.95"",""2025-07-22"","""""
"x64160020.47,""0.0"","""",""650000.0"",""2025-07-22"",""LA-00223167|x64160020.47||0"""
"mat_41,""0.0"","""",""4.62"",""2025-07-22"","""""
"zr2104001548,""0.0"",""V-005000"",""130.0"",""2026-05-26"","""""
"3787a.68,""262000.0"",""V-002000"",""0.0"",""2025-09-12"","""""
"1002n.68,""320000.0"",""V-040000"",""0.0"",""2025-12-01"","""""
"1002n.68,""50000.0"",""V-010000"",""0.0"",""2025-09-24"","""""
"1002n.68,""70000.0"",""V-010000"",""0.0"",""2026-05-08"","""""
"4040,""0.0"",""116981-000001"",""50.0"",""2025-08-11"","""""
"b22170025.60,""30000.0"","""",""0.0"",""2025-07-21"","""""
"3787a.68,""0.0"","""",""262000.0"",""2025-09-11"",""ZL-00225853|3787a.68||1"""
"m30011.50.65,""10000.0"","""",""0.0"",""2025-10-01"","""""
"zr2104001548,""0.0"",""V-005000"",""2000000.0"",""2026-06-23"","""""
"m50018.01.65,""2000.0"","""",""0.0"",""2025-08-27"","""""
"zr2104001548,""0.0"",""V-005000"",""130.0"",""2026-06-23"","""""
"3787a.68,""250000.0"",""V-002000"",""0.0"",""2025-12-05"","""""
"zr2104001548,""1377000.0"",""V-005000"",""0.0"",""2025-07-23"","""""
"3787a.68,""0.0"","""",""250000.0"",""2025-12-04"",""ZL-00225854|3787a.68||1"""
"m40060.00.pa,""2000.0"","""",""0.0"",""2025-08-07"","""""
"vpfk085,""0.0"",""148099-007500"",""9.0"",""2025-11-16"",""LA-00221882|vpfk085||0"""
"zp0414110928,""1200000.0"",""148099-007500"",""0.0"",""2025-12-08"","""""
"zp0414110928F,""0.0"",""148099-007500"",""1200000.0"",""2025-12-04"","""""
"RBZ12,""0.0"",""148099-007500"",""111.6"",""2025-11-03"","""""
"zk20326,""0.0"",""148099-007500"",""160.0"",""2025-11-03"",""LA-00221883|zk20326||0"""
"vpss021,""0.0"",""148099-007500"",""9.0"",""2025-11-03"","""""
"vpfk085,""0.0"",""148099-007500"",""9.0"",""2025-11-03"",""LA-00221883|vpfk085||0"""
"zp0414110928,""1200000.0"",""148099-007500"",""0.0"",""2025-11-25"","""""
"zp0414110928F,""0.0"",""148099-007500"",""1200000.0"",""2025-11-21"","""""
"RBZ12,""0.0"",""148099-007500"",""111.6"",""2025-10-21"","""""
"zk20326,""0.0"",""148099-007500"",""160.0"",""2025-10-21"",""LA-00221884|zk20326||0"""
"vpss021,""0.0"",""148099-007500"",""9.0"",""2025-10-21"","""""
"vpfk085,""0.0"",""148099-007500"",""9.0"",""2025-10-21"",""LA-00221884|vpfk085||0"""
"zp0414110928,""1200000.0"",""148099-007500"",""0.0"",""2025-11-12"","""""
"zp0414110928F,""0.0"",""148099-007500"",""1200000.0"",""2025-11-10"","""""
"RBZ12,""0.0"",""148099-007500"",""111.6"",""2025-10-08"","""""
"b24100025.80,""0.0"",""113678-010000"",""500000.0"",""2026-09-29"","""""
"b24100025.80,""0.0"",""113678-010000"",""500000.0"",""2026-11-17"","""""
"b24100025.80,""0.0"",""113678-010000"",""500000.0"",""2026-02-10"","""""
"b24100025.80,""0.0"",""113678-010000"",""500000.0"",""2026-03-24"","""""
"b24100025.80,""0.0"",""113678-010000"",""500000.0"",""2026-05-12"","""""
"b24100025.80,""0.0"",""113678-010000"",""500000.0"",""2026-06-30"","""""
"b24100025.80,""0.0"",""113678-010000"",""500000.0"",""2026-08-11"","""""
"b24100025.80,""0.0"",""113678-010000"",""500000.0"",""2027-01-05"","""""
"3867e.60,""0.0"","""",""250000.0"",""2025-08-07"","""""
"3746,""0.0"",""V-000500"",""1000.0"",""2025-08-27"","""""
"3867e.68,""250000.0"","""",""0.0"",""2025-08-22"","""""
"3863bsb02.90,""0.0"","""",""40000.0"",""2025-08-21"","""""
"3863bsb02.95,""40000.0"","""",""0.0"",""2025-09-04"","""""
"3761a.67,""0.0"","""",""50000.0"",""2025-09-02"",""ZL-00224796|3761a.67||1"""
"3785r.60,""0.0"","""",""40000.0"",""2026-07-21"","""""
"zrx80175100.80,""0.0"",""V-004000"",""7946.0"",""2025-07-31"","""""
"389905s,""0.0"",""116981-000500"",""2000.0"",""2025-07-28"","""""
"1015d.68,""0.0"",""110384-002000"",""2000.0"",""2025-07-25"","""""
"zk210105762,""0.0"","""",""4590.0"",""2026-01-20"",""LA-00226171|zk210105762||0"""
"zk2101081474,""0.0"","""",""4590.0"",""2026-01-20"",""LA-00226171|zk2101081474||0"""
"zk210105750,""0.0"","""",""4590.0"",""2026-01-20"",""LA-00226171|zk210105750||0"""
"zk210105757,""0.0"","""",""4590.0"",""2026-01-20"",""LA-00226171|zk210105757||0"""
"940.68,""12000.0"",""V-002000"",""0.0"",""2025-08-28"","""""
"kas194140060,""0.0"",""V-000102"",""45.0"",""2026-01-20"","""""
"kas187133113,""0.0"",""V-000102"",""45.0"",""2026-01-20"","""""
"kas187133003,""0.0"",""V-000102"",""270.0"",""2026-01-20"","""""
"976.22,""0.0"","""",""24480.0"",""2025-11-04"",""LA-00226169|976.22||0"""
"zk210105791,""0.0"","""",""6120.0"",""2025-11-04"",""LA-00226169|zk210105791||0"""
"zk210105762,""0.0"","""",""6120.0"",""2025-11-04"",""LA-00226169|zk210105762||0"""
"zk2101081474,""0.0"","""",""6120.0"",""2025-11-04"",""LA-00226169|zk2101081474||0"""
"zk210105750,""0.0"","""",""6120.0"",""2025-11-04"",""LA-00226169|zk210105750||0"""
"zk210105757,""0.0"","""",""6120.0"",""2025-11-04"",""LA-00226169|zk210105757||0"""
"kas194140060,""0.0"",""V-000102"",""60.0"",""2025-11-04"","""""
"kas187133113,""0.0"",""V-000102"",""60.0"",""2025-11-04"","""""
"kas187133003,""0.0"",""V-000102"",""360.0"",""2025-11-04"","""""
"976.22,""0.0"","""",""24480.0"",""2026-03-06"",""LA-00226170|976.22||0"""
"zsc61a2c7.70,""0.0"",""V-015000"",""120000.0"",""2025-08-11"","""""
"4010.24,""8400.0"",""V-001400"",""0.0"",""2025-09-04"","""""
"401.24,""0.0"","""",""8400.0"",""2025-09-03"",""LA-00221554|401.24||0"""
"SPRD15400RBK,""0.0"",""V-001400"",""12.0"",""2025-09-03"",""LA-00221554|SPRD15400RBK||0"""
"SPHUB416RBK,""0.0"",""V-001400"",""6.0"",""2025-09-03"",""LA-00221554|SPHUB416RBK||0"""
"zk160080070,""0.0"",""V-001400"",""9948.0"",""2025-09-03"",""LA-00221554|zk160080070||0"""
"zkabx0133,""0.0"",""V-001400"",""7742.0"",""2025-09-03"",""LA-00221554|zkabx0133||0"""
"zsc61a2c7.70,""0.0"",""V-015000"",""120000.0"",""2025-11-24"","""""
"6443.65,""0.0"",""V-001000"",""25000.0"",""2025-12-03"","""""
"6443.65,""0.0"",""V-001000"",""25000.0"",""2026-03-20"","""""
"3867qn.68,""0.0"","""",""100000.0"",""2025-08-06"",""ZL-00228542|3867qn.68||1"""
"6443.65,""0.0"",""V-001000"",""25000.0"",""2026-05-22"","""""
"3871r04.80,""0.0"","""",""10000.0"",""2025-10-07"",""ZL-00228543|3871r04.80||1"""
"3871h.95,""0.0"",""V-000250"",""750.0"",""2025-07-28"","""""
"3789c08.68,""20000.0"",""147208-000500"",""0.0"",""2025-08-08"","""""
"3876c.67,""0.0"","""",""200000.0"",""2026-01-22"",""ZL-00228544|3876c.67||1"""
"1360.21,""0.0"","""",""10000.0"",""2025-08-06"",""ZL-00229814|1360.21||1"""
"1609.95,""0.0"","""",""100000.0"",""2025-08-06"",""ZL-00229815|1609.95||1"""
"3519a,""0.0"","""",""30000.0"",""2025-07-21"",""ZL-00229816|3519a||1"""
"470508,""0.0"","""",""50000.0"",""2025-07-30"",""ZL-00228548|470508||1"""
"3549a,""0.0"","""",""2000.0"",""2025-09-09"",""ZL-00229817|3549a||1"""
"3701k,""0.0"","""",""10000.0"",""2025-07-21"",""ZL-00229818|3701k||1"""
"3785a08.68,""0.0"","""",""150000.0"",""2025-08-29"",""ZL-00229819|3785a08.68||1"""
"3785c08.68,""0.0"","""",""100000.0"",""2025-07-21"",""ZL-00229820|3785c08.68||1"""
"396108s,""0.0"","""",""4000.0"",""2025-09-09"",""ZL-00229822|396108s||1"""
"zk80040010,""0.0"","""",""102500.0"",""2026-12-01"",""LA-00229579|zk80040010||0"""
"x60020140.65,""20000.0"",""130514-000500"",""0.0"",""2025-12-03"","""""
"zs20318.22,""0.0"","""",""100000.0"",""2026-12-01"",""LA-00229579|zs20318.22||0"""
"101506.20,""0.0"","""",""100000.0"",""2025-08-22"","""""
"b10020020.62,""21500.0"",""173011-000500"",""0.0"",""2025-07-22"","""""
"b10020020.62,""21500.0"",""173011-000500"",""0.0"",""2025-11-28"","""""
"101506.28,""100000.0"","""",""0.0"",""2025-09-05"","""""
"zs9505403.70,""60000.0"","""",""0.0"",""2025-08-18"","""""
"zs203190.22,""100000.0"",""V-010000"",""0.0"",""2026-03-10"","""""
"zk9999101,""1000.0"",""V-000500"",""0.0"",""2026-01-16"","""""
"sprd33408sw,""0.0"",""V-010000"",""10.0"",""2026-03-04"",""LA-00229580|sprd33408sw||0"""
"3876c.67,""0.0"","""",""20000.0"",""2026-01-22"",""ZV-00226907|3876c.67||1"""
"zkhuc0095,""0.0"",""V-010000"",""40304.0"",""2026-03-04"",""LA-00229580|zkhuc0095||0"""
"zk80040010,""0.0"","""",""101670.0"",""2026-03-04"",""LA-00229580|zk80040010||0"""
"zs20319.22,""0.0"","""",""100000.0"",""2026-03-04"",""LA-00229580|zs20319.22||0"""
"x60020140.65,""0.0"","""",""20000.0"",""2025-09-08"",""ZV-00226910|x60020140.65||1"""
"x60020140.65,""0.0"","""",""20000.0"",""2025-11-17"",""ZV-00226911|x60020140.65||1"""
"471018,""182.0"","""",""0.0"",""2025-07-22"","""""
"x79225020.47,""112000.0"","""",""0.0"",""2025-07-25"","""""
"03866a.68,""0.0"","""",""20000.0"",""2025-08-27"","""""
"a08035020.60,""5000.0"","""",""0.0"",""2025-07-28"","""""
"490812,""0.0"","""",""500.0"",""2025-08-05"",""ZV-00229105|490812||1"""
"x32155015.47,""600000.0"","""",""0.0"",""2025-08-13"","""""
"RCU26,""0.0"","""",""1.01"",""2025-07-21"","""""
"zs1515elc112,""0.0"",""V-000500"",""2000.0"",""2025-07-28"","""""
"zs20509.68,""20000.0"",""118635-001000"",""0.0"",""2025-07-28"","""""
"zs7010251.68,""20000.0"",""154035-000500"",""0.0"",""2025-08-11"","""""
"03866z.68,""0.0"","""",""10000.0"",""2025-07-24"",""ZV-00224916|03866z.68||1"""
"470508,""0.0"",""110376-000500"",""5000.0"",""2025-07-24"","""""
"zs20564.60,""20000.0"","""",""0.0"",""2025-09-16"","""""
"3866g.62,""0.0"",""V-001000"",""2000.0"",""2025-09-19"","""""
"zs2110361.80,""60000.0"","""",""0.0"",""2025-09-23"","""""
"3867ab.60,""150000.0"","""",""0.0"",""2025-08-05"","""""
"3400a,""0.0"",""170456-000100"",""3938.0"",""2025-07-30"","""""
"3869n45.67,""0.0"",""V-000500"",""500.0"",""2025-07-23"","""""
"4508a06.67,""5000.0"",""118634-001000"",""0.0"",""2025-09-01"","""""
"4509a06.67,""25000.0"",""118634-001000"",""0.0"",""2025-07-28"","""""
"x07004036.ps,""0.0"",""160447-000100"",""15000.0"",""2025-07-23"","""""
"382508.28,""0.0"",""V-000500"",""5000.0"",""2025-08-06"","""""
"zs7010170168,""0.0"","""",""50000.0"",""2025-07-21"",""ZV-00206910|zs7010170168||1"""
"4509b06.67,""30000.0"",""118634-001000"",""0.0"",""2025-09-01"","""""
"x07004036.ps,""15000.0"",""160447-000100"",""0.0"",""2025-07-23"","""""
"3876r04.68,""0.0"",""V-000250"",""2500.0"",""2025-08-14"","""""
"x07006036.ps,""0.0"",""160447-000100"",""30000.0"",""2025-07-23"","""""
"x07006036.ps,""30000.0"",""160447-000100"",""0.0"",""2025-07-23"","""""
"3847.67,""0.0"",""V-000500"",""500.0"",""2025-08-08"","""""
"x07007036.ps,""0.0"",""160447-000100"",""5000.0"",""2025-07-23"","""""
"x07007036.ps,""5000.0"",""160447-000100"",""0.0"",""2025-07-23"","""""
"x07007036.ps,""0.0"",""160447-000100"",""7900.0"",""2025-07-23"","""""
"p028045050hp,""0.0"",""V-005000"",""5000.0"",""2025-09-23"","""""
"x40040040.10,""0.0"",""V-000500"",""5000.0"",""2026-01-20"","""""
"mat_3,""0.0"","""",""39.0"",""2025-05-27"","""""
"3562a,""250.0"",""118634-000250"",""0.0"",""2025-07-28"","""""
"3766w.67,""2000.0"",""118634-001000"",""0.0"",""2025-07-28"","""""
"3867d.68,""6000.0"",""145494-000500"",""0.0"",""2025-09-10"","""""
"zsf103007.66,""40000.0"",""146041-005000"",""0.0"",""2025-07-23"","""""
"3966,""10000.0"",""118634-000250"",""0.0"",""2025-07-28"","""""
"440710.47,""2000.0"",""118634-001000"",""0.0"",""2025-07-28"","""""
"4507b06.67,""10000.0"",""118634-002000"",""0.0"",""2025-07-28"","""""
"470308.05000,""20000.0"",""V-005000"",""0.0"",""2025-08-08"","""""
"03779r.28,""0.0"","""",""10000.0"",""2025-10-15"",""ZV-00228902|03779r.28||1"""
"3547c,""0.0"","""",""1000.0"",""2025-12-18"",""ZV-00228903|3547c||1"""
"3560a,""0.0"","""",""1000.0"",""2025-08-28"",""ZV-00228904|3560a||1"""
"3701.49,""0.0"","""",""1500.0"",""2025-08-13"",""ZV-00228905|3701.49||1"""
"3825m.68,""0.0"","""",""5000.0"",""2025-08-07"",""ZV-00228906|3825m.68||1"""
"3736,""20000.0"","""",""0.0"",""2025-10-27"","""""
"3614c,""7000.0"","""",""0.0"",""2025-10-27"","""""
"3540a,""5000.0"","""",""0.0"",""2025-10-27"","""""
"3530a,""120000.0"","""",""0.0"",""2025-10-27"","""""
"3761.60,""0.0"","""",""5000.0"",""2025-11-14"",""ZV-00224467|3761.60||1"""
"3726,""3000.0"","""",""0.0"",""2025-10-27"","""""
"3491a,""100000.0"","""",""0.0"",""2025-10-27"","""""
"4803,""50000.0"","""",""0.0"",""2025-10-27"","""""
"3970s,""5000.0"","""",""0.0"",""2025-10-27"","""""
"3937s,""200000.0"","""",""0.0"",""2025-10-27"","""""
"393408s,""14000.0"","""",""0.0"",""2025-10-27"","""""
"3927f,""5000.0"","""",""0.0"",""2025-10-27"","""""
"3912s,""10000.0"","""",""0.0"",""2025-10-27"","""""
"390008s,""50000.0"","""",""0.0"",""2025-10-27"","""""
"389805,""20000.0"","""",""0.0"",""2025-10-27"","""""
"3743,""15000.0"","""",""0.0"",""2025-10-27"","""""
"3684a,""1000.0"","""",""0.0"",""2025-10-27"","""""
"3677a,""2000.0"","""",""0.0"",""2025-10-27"","""""
"440010.41,""0.0"",""V-001000"",""15000.0"",""2025-07-31"","""""
"RBZ3,""2000.0"","""",""0.0"",""2025-08-25"","""""
"RBZ3,""2000.0"","""",""0.0"",""2025-10-21"","""""
"3532a,""0.0"",""130471-000250"",""1000.0"",""2025-10-28"","""""
"RCU8,""0.0"","""",""53.55"",""2025-09-15"","""""
"x21105015.47,""1000000.0"","""",""0.0"",""2026-02-03"","""""
"1000f06.68,""0.0"",""V-005000"",""25000.0"",""2025-07-23"","""""
"1000f06.68,""25000.0"",""V-005000"",""0.0"",""2025-07-23"","""""
"1001q.68,""0.0"",""160447-000500"",""6000.0"",""2025-07-23"","""""
"1001q.68,""6000.0"",""160447-000500"",""0.0"",""2025-07-23"","""""
"1001q.68,""0.0"",""160447-000500"",""3500.0"",""2025-07-23"","""""
"x21105015.47F,""0.0"",""152227"",""1000000.0"",""2026-01-12"","""""
"RCU20,""0.0"","""",""92.4"",""2025-07-16"","""""
"x60020140.65,""0.0"",""130514-000500"",""20000.0"",""2025-09-11"","""""
"x60020140.65,""0.0"",""130514-000500"",""20000.0"",""2025-11-20"","""""
"x21105015.47,""1000000.0"","""",""0.0"",""2026-02-17"","""""
"x21105015.47F,""0.0"",""152228"",""1000000.0"",""2026-01-26"","""""
"RCU20,""0.0"","""",""92.4"",""2025-07-21"","""""
"3833.95,""0.0"",""149123-001000"",""30000.0"",""2025-11-25"","""""
"1001q.68,""3500.0"",""160447-000500"",""0.0"",""2025-07-23"","""""
"x21105015.47,""1000000.0"","""",""0.0"",""2026-03-04"","""""
"x21105015.47F,""0.0"",""152229"",""1000000.0"",""2026-02-10"","""""
"3801.65,""15000.0"","""",""0.0"",""2025-07-31"","""""
"3664a,""5250.0"",""176303-000250"",""0.0"",""2025-09-12"","""""
"RRF3,""500.0"","""",""0.0"",""2025-10-15"","""""
"460812,""0.0"",""118439-000100"",""3000.0"",""2025-07-29"","""""
"SMS79,""150.0"","""",""0.0"",""2025-07-18"","""""
"3775b08.68,""14000.0"",""V-002000"",""0.0"",""2025-08-06"","""""
"460408d,""0.0"",""118439-000100"",""2000.0"",""2025-07-29"","""""
"3785a08.68,""0.0"",""V-000500"",""16000.0"",""2025-07-30"","""""
"470108,""0.0"",""118439-000100"",""5000.0"",""2025-07-29"","""""
"RCU8,""500.0"","""",""0.0"",""2025-08-25"","""""
"3866c.68,""50000.0"",""V-005000"",""0.0"",""2025-07-28"","""""
"zr2516015x.63,""500000.0"","""",""0.0"",""2025-09-10"","""""
"zr2522015x.63,""500000.0"","""",""0.0"",""2025-08-14"","""""
"zr2535015x.63,""500000.0"","""",""0.0"",""2025-09-09"","""""
"zr2516015x.63F,""0.0"",""154296"",""500000.0"",""2025-09-02"","""""
"3867b.61,""2500.0"",""V-000500"",""0.0"",""2025-09-10"","""""
"3876c.67,""10000.0"",""113678-001000"",""0.0"",""2026-01-23"","""""
"zs3869b.60,""50000.0"","""",""0.0"",""2025-09-02"","""""
"zs3869b.68,""50000.0"","""",""0.0"",""2025-09-23"","""""
"b40050030.65,""30000.0"",""V-002000"",""0.0"",""2025-08-14"","""""
"7409a.99,""2000.0"",""144164-000250"",""0.0"",""2025-09-10"","""""
"b24200030.60,""185000.0"",""V-005000"",""0.0"",""2025-09-17"","""""
"b24200030.60,""185000.0"",""V-005000"",""0.0"",""2025-12-19"","""""
"b24200030.60,""185000.0"",""V-005000"",""0.0"",""2026-04-21"","""""
"3647a,""400.0"",""118439-000100"",""0.0"",""2025-08-04"","""""
"440710.40,""3000.0"",""V-001000"",""0.0"",""2025-09-18"","""""
"3825z.68,""0.0"",""V-000500"",""13000.0"",""2025-08-22"","""""
"449907.40,""5000.0"",""V-001000"",""0.0"",""2025-08-08"","""""
"460308,""5000.0"",""118439-000100"",""0.0"",""2025-08-04"","""""
"460308,""5000.0"",""118439-000100"",""0.0"",""2025-08-04"","""""
"460410,""3000.0"",""118439-000100"",""0.0"",""2025-08-04"","""""
"460612,""12000.0"",""118439-000100"",""0.0"",""2025-08-04"","""""
"zs340988.21,""0.0"","""",""20000.0"",""2025-07-23"",""ZV-00225259|zs340988.21||1"""
"470308,""5000.0"",""118439-000100"",""0.0"",""2025-08-04"","""""
"b25100015.60,""0.0"","""",""10827.0"",""2025-07-31"","""""
"b25100015.61,""10827.0"","""",""0.0"",""2025-08-18"","""""
"zs6960153.68,""0.0"",""154035-002000"",""40000.0"",""2025-11-05"","""""
"1365.68,""0.0"",""148319-RTM 1,3-1000"",""50000.0"",""2025-07-29"","""""
"3625a,""0.0"",""V-001000"",""3000.0"",""2025-07-23"","""""
"3831.95,""0.0"",""V-001000"",""2000.0"",""2025-07-23"","""""
"470408,""0.0"",""V-000500"",""2000.0"",""2025-07-23"","""""
"469806,""0.0"",""V-000500"",""10000.0"",""2025-07-23"","""""
"490206,""0.0"",""V-000500"",""5000.0"",""2025-07-23"","""""
"1002k.61,""0.0"",""V-000500"",""18500.0"",""2025-07-22"","""""
"01016l.28,""0.0"","""",""5400.0"",""2025-07-22"","""""
"3930pe,""0.0"",""V-000500"",""1000.0"",""2025-07-23"","""""
"RMS17,""0.0"","""",""134.16"",""2025-10-24"","""""
"440110.40,""535990.0"","""",""0.0"",""2025-07-22"","""""
"3825c08.68,""0.0"",""V-002000"",""1000.0"",""2025-10-02"","""""
"401.24,""0.0"","""",""51800.0"",""2025-07-21"",""LA-00223852|401.24||0"""
"4010.24,""51800.0"",""112452-001400"",""0.0"",""2025-07-25"","""""
"SPRD15400RBK,""0.0"",""112452-001400"",""74.0"",""2025-07-21"",""LA-00223852|SPRD15400RBK||0"""
"SPHUB416RBK,""0.0"",""112452-001400"",""37.0"",""2025-07-21"",""LA-00223852|SPHUB416RBK||0"""
"zk160080070,""0.0"",""112452-001400"",""61344.0"",""2025-07-21"",""LA-00223852|zk160080070||0"""
"zkabx0133,""0.0"",""112452-001400"",""47745.0"",""2025-07-21"",""LA-00223852|zkabx0133||0"""
"1245.60,""25000.0"","""",""0.0"",""2025-09-19"","""""
"p06108802080,""0.0"","""",""500000.0"",""2025-08-28"",""LA-00228978|p06108802080||0"""
"zk00032488,""0.0"","""",""10000.0"",""2025-11-10"",""LA-00227454|zk00032488||0"""
"vpfk076,""0.0"","""",""10.0"",""2025-11-10"","""""
"zk00032488,""0.0"","""",""25000.0"",""2025-09-29"",""LA-00227462|zk00032488||0"""
"955.615,""200000.0"",""135665-005000"",""0.0"",""2025-09-01"","""""
"zr3401200165,""0.0"",""V-010000"",""250000.0"",""2025-08-28"","""""
"3866a.68,""5000.0"",""V-000500"",""0.0"",""2025-08-29"","""""
"3519a,""0.0"",""V-000500"",""11000.0"",""2025-11-06"","""""
"460918,""0.0"","""",""2000.0"",""2025-07-21"",""ZL-00229409|460918||1"""
"461116,""0.0"","""",""1500.0"",""2025-07-21"",""ZL-00229410|461116||1"""
"469708,""0.0"","""",""6000.0"",""2025-07-21"",""ZL-00229411|469708||1"""
"470108,""0.0"","""",""100000.0"",""2025-07-21"",""ZL-00229412|470108||1"""
"470310,""0.0"","""",""40000.0"",""2025-07-21"",""ZL-00229413|470310||1"""
"470312,""0.0"","""",""13000.0"",""2025-07-21"",""ZL-00229414|470312||1"""
"470312,""0.0"","""",""6000.0"",""2025-07-21"",""ZL-00229415|470312||1"""
"470509d,""0.0"","""",""5000.0"",""2025-07-21"",""ZL-00229416|470509d||1"""
"491016,""0.0"","""",""2000.0"",""2025-07-21"",""ZL-00229417|491016||1"""
"64064c.95,""0.0"","""",""60000.0"",""2025-08-06"",""ZL-00229420|64064c.95||1"""
"ot25020,""0.0"","""",""1.0"",""2025-09-11"",""ZL-00229423|ot25020||1"""
"1001g.68,""0.0"",""V-000500"",""1000.0"",""2025-08-20"","""""
"1001g.68,""0.0"",""V-000500"",""1000.0"",""2025-08-20"","""""
"1004c.68,""0.0"",""V-002000"",""2000.0"",""2025-08-20"","""""
"1004c.68,""0.0"",""V-002000"",""2000.0"",""2025-08-20"","""""
"1001g.68,""0.0"","""",""5.0"",""2025-08-20"","""""
"1364r.60,""300000.0"","""",""0.0"",""2025-12-08"","""""
"RMS31,""0.0"","""",""55.8"",""2025-11-24"","""""
"03775l08.28,""50000.0"",""152721-005000"",""0.0"",""2025-09-26"","""""
"03785c08.68,""20000.0"",""112558-002000"",""0.0"",""2025-10-10"","""""
"03866a.68,""4000.0"",""112558-002000"",""0.0"",""2025-07-25"","""""
"1002t.68,""1000.0"",""V-001000"",""0.0"",""2025-07-31"","""""
"1004b.20,""10000.0"",""V-010000"",""0.0"",""2025-08-22"","""""
"3513a,""500.0"",""118165-000250"",""0.0"",""2025-07-31"","""""
"3653a,""2000.0"",""116981-000500"",""0.0"",""2025-07-25"","""""
"3716p,""500.0"",""116981-000500"",""0.0"",""2025-07-25"","""""
"3784k08.68,""500.0"",""V-000500"",""0.0"",""2025-08-18"","""""
"3785a08.68,""48000.0"",""114566-463535"",""0.0"",""2025-07-28"","""""
"3833.60,""20000.0"",""116981-000500"",""0.0"",""2025-07-25"","""""
"3866a.68,""100000.0"",""160447-000100"",""0.0"",""2025-08-12"","""""
"38750a.68,""500.0"",""110615-000500"",""0.0"",""2025-07-28"","""""
"zkabx0210,""300000.0"","""",""0.0"",""2025-08-27"","""""
"sprd33408sw,""1000.0"","""",""0.0"",""2025-09-24"","""""
"sprd33416sw,""1000.0"","""",""0.0"",""2025-07-30"","""""
"x30050050.60,""0.0"","""",""1.0"",""2025-07-21"",""ZL-00226097|x30050050.60||1"""
"zk210105762,""40000.0"","""",""0.0"",""2025-09-08"","""""
"zk210105791,""32000.0"","""",""0.0"",""2025-08-04"","""""
"6501e.65,""89100.0"","""",""0.0"",""2025-07-31"","""""
"zk033875vpe5,""0.0"","""",""4000.0"",""2025-11-04"","""""
"3927f,""0.0"","""",""3000.0"",""2025-08-20"",""ZV-00227212|3927f||1"""
"5113.60,""0.0"","""",""8280.0"",""2025-08-11"",""ZV-00225945|5113.60||1"""
"x07008036.ps,""0.0"","""",""20000.0"",""2025-07-22"",""ZV-00227914|x07008036.ps||1"""
"zs1300235.22,""0.0"",""V-000100"",""10000.0"",""2025-07-29"","""""
"3494a,""0.0"",""170456-000100"",""10000.0"",""2025-07-30"","""""
"zsd100073843,""600000.0"",""118165-005000"",""0.0"",""2025-07-23"","""""
"3876r06.60,""0.0"","""",""5000.0"",""2025-10-03"",""ZV-00225993|3876r06.60||1"""
"440407.47,""0.0"","""",""100000.0"",""2025-07-25"",""LA-00228490|440407.47||0"""
"zsf103007.66,""130000.0"","""",""0.0"",""2025-09-22"","""""
"440507.47,""0.0"","""",""100000.0"",""2025-07-25"",""LA-00228490|440507.47||0"""
"440609.47,""0.0"","""",""60000.0"",""2025-07-25"",""LA-00228490|440609.47||0"""
"470108,""0.0"","""",""50000.0"",""2025-07-25"",""LA-00228490|470108||0"""
"490208,""0.0"","""",""50000.0"",""2025-07-25"",""LA-00228490|490208||0"""
"470308,""0.0"","""",""50000.0"",""2025-07-25"",""LA-00228490|470308||0"""
"470408,""0.0"","""",""50000.0"",""2025-07-25"",""LA-00228490|470408||0"""
"460508,""0.0"","""",""40000.0"",""2025-07-25"",""LA-00228490|460508||0"""
"460610,""0.0"","""",""20000.0"",""2025-07-25"",""LA-00228490|460610||0"""
"490712,""0.0"","""",""10000.0"",""2025-07-25"",""LA-00228490|490712||0"""
"vpef019,""0.0"","""",""200.0"",""2025-07-27"",""LA-00228490|vpef019||0"""
"hmma505,""0.0"","""",""200.0"",""2025-07-27"",""LA-00228490|hmma505||0"""
"vpbf041,""0.0"","""",""200.0"",""2025-07-27"",""LA-00228490|vpbf041||0"""
"3876c.60,""250000.0"","""",""0.0"",""2025-12-16"","""""
"3779t.60,""895500.0"","""",""0.0"",""2025-07-22"","""""
"zs3405020.20,""0.0"","""",""21000.0"",""2025-07-14"","""""
"440108.47,""0.0"","""",""1000.0"",""2025-08-12"",""ZV-00220694|440108.47||1"""
"b25050025.65,""0.0"",""V-005000"",""50000.0"",""2025-08-27"","""""
"1365c.68,""0.0"",""V-001000"",""3000.0"",""2025-10-16"","""""
"x07012036.ps,""10000.0"",""160447-000100"",""0.0"",""2025-07-23"","""""
"zs1108146166,""25000.0"",""146041-005000"",""0.0"",""2025-07-23"","""""
"zs1108146166,""25000.0"",""146041-005000"",""0.0"",""2025-07-23"","""""
