"Teil,""Deckungsmenge"",""KommNr"",""Bedarfsmenge"",""Termin"",""SubRefObj"""
"zs1108146166,""25000.0"",""146041-005000"",""0.0"",""2025-09-23"","""""
"x07020036.ps,""0.0"",""160447-001000"",""3000.0"",""2025-07-23"","""""
"zs1108146166,""25000.0"",""146041-005000"",""0.0"",""2025-10-14"","""""
"zs1108146166,""25000.0"",""146041-005000"",""0.0"",""2025-11-04"","""""
"zs1108146166,""25000.0"",""146041-005000"",""0.0"",""2025-11-25"","""""
"x07020036.ps,""3000.0"",""160447-001000"",""0.0"",""2025-07-23"","""""
"x07030036.ps,""0.0"",""160447-001000"",""10000.0"",""2025-07-23"","""""
"zs1108146166,""25000.0"",""146041-005000"",""0.0"",""2025-12-16"","""""
"zs1108146166,""25000.0"",""146041-005000"",""0.0"",""2026-01-06"","""""
"x07030036.ps,""10000.0"",""160447-001000"",""0.0"",""2025-07-23"","""""
"zs1108146166,""25000.0"",""146041-005000"",""0.0"",""2026-01-27"","""""
"zs1108146166,""30000.0"",""146041-005000"",""0.0"",""2026-02-17"","""""
"x70050140.10,""0.0"",""V-001000"",""1000.0"",""2025-07-23"","""""
"x70050140.10,""1000.0"",""V-001000"",""0.0"",""2025-07-23"","""""
"3876c.67,""0.0"","""",""5000.0"",""2026-01-22"",""ZV-00227404|3876c.67||1"""
"440208.47,""0.0"","""",""26000.0"",""2025-07-23"",""ZV-00229799|440208.47||1"""
"450208.65,""0.0"","""",""10000.0"",""2025-07-29"",""ZV-00229800|450208.65||1"""
"4509b15.60,""0.0"","""",""3000.0"",""2025-07-29"",""ZV-00229801|4509b15.60||1"""
"396208s,""0.0"","""",""1000.0"",""2025-07-23"",""ZV-00227407|396208s||1"""
"460206,""0.0"","""",""1000.0"",""2025-07-23"",""ZV-00229802|460206||1"""
"460512,""0.0"","""",""50000.0"",""2025-07-25"",""ZV-00229803|460512||1"""
"460610,""0.0"","""",""2000.0"",""2025-08-11"",""ZV-00229804|460610||1"""
"2006.68,""50000.0"",""V-005000"",""0.0"",""2025-07-29"","""""
"469906,""0.0"","""",""20000.0"",""2025-07-23"",""ZV-00229805|469906||1"""
"470308,""0.0"","""",""12000.0"",""2025-08-11"",""ZV-00229806|470308||1"""
"5120a.99,""0.0"","""",""1000.0"",""2025-07-24"",""ZV-00229807|5120a.99||1"""
"b22170025.60,""0.0"","""",""500.0"",""2025-07-23"",""ZV-00229808|b22170025.60||1"""
"m30035.00.65,""0.0"","""",""1000.0"",""2025-08-11"",""ZV-00229810|m30035.00.65||1"""
"x19305005010,""0.0"","""",""100000.0"",""2026-02-02"",""ZV-00229811|x19305005010||1"""
"x19305005010,""0.0"","""",""100000.0"",""2027-02-08"",""ZV-00229812|x19305005010||1"""
"3866g.68,""40000.0"",""V-001000"",""0.0"",""2025-07-28"","""""
"3490a,""0.0"",""110376-002000"",""2000.0"",""2025-07-24"","""""
"3825k.68,""0.0"","""",""99200.0"",""2025-09-11"","""""
"03825k.68,""99200.0"","""",""0.0"",""2025-09-25"","""""
"3532a,""0.0"",""110376-000100"",""5000.0"",""2025-07-24"","""""
"x08005045.pa,""0.0"",""110376-001000"",""5000.0"",""2025-07-24"","""""
"440407.47,""0.0"",""110376-005000"",""15000.0"",""2025-07-24"","""""
"470410,""0.0"",""110376-000200"",""5000.0"",""2025-07-24"","""""
"3825k.60,""0.0"","""",""100000.0"",""2025-08-26"","""""
"3825k.68,""100000.0"","""",""0.0"",""2025-09-09"","""""
"460508,""0.0"",""110376-000500"",""15000.0"",""2025-07-24"","""""
"470310d,""0.0"",""110376-000500"",""1000.0"",""2025-07-24"","""""
"3866c.61,""0.0"",""V-001000"",""25000.0"",""2025-07-28"","""""
"378908.68,""0.0"",""V-000500"",""10000.0"",""2025-08-05"","""""
"3866c.61,""0.0"",""V-001000"",""25000.0"",""2025-12-18"","""""
"zk210108142,""6120.0"",""V-000102"",""0.0"",""2025-12-03"","""""
"3492c,""0.0"","""",""10000.0"",""2025-10-27"",""ZL-00226069|3492c||1"""
"203690.60,""10000.0"",""V-005000"",""0.0"",""2025-09-02"","""""
"3785c08.68,""50000.0"",""112558-002000"",""0.0"",""2025-09-24"","""""
"3761a.67,""50000.0"",""V-002000"",""0.0"",""2025-09-03"","""""
"3825c08.68,""0.0"","""",""20000.0"",""2025-11-14"",""ZV-00229275|3825c08.68||1"""
"3967h,""1000.0"",""V-000250"",""0.0"",""2025-07-22"","""""
"3825z.68,""0.0"","""",""16000.0"",""2025-07-24"",""ZV-00229276|3825z.68||1"""
"396108,""0.0"","""",""5000.0"",""2025-08-04"",""ZV-00229277|396108||1"""
"zsa2c5308186,""0.0"",""V-005000"",""100000.0"",""2026-12-23"","""""
"460508,""0.0"","""",""6000.0"",""2025-08-28"",""ZV-00229279|460508||1"""
"3967h,""0.0"","""",""1000.0"",""2025-07-21"",""ZL-00228113|3967h||1"""
"b50135075.60,""0.0"","""",""500.0"",""2025-07-31"",""ZV-00229283|b50135075.60||1"""
"ot25020,""0.0"","""",""5.0"",""2025-09-11"",""ZV-00229284|ot25020||1"""
"v10050102068,""0.0"","""",""8000.0"",""2025-10-24"",""ZV-00229285|v10050102068||1"""
"RCU12,""0.0"","""",""3.5"",""2025-07-21"","""""
"1016m.785,""20000.0"",""V-010000"",""0.0"",""2025-07-24"","""""
"38061.27,""0.0"",""V-003400"",""34000.0"",""2025-08-14"","""""
"450406.60,""1000.0"",""V-001000"",""0.0"",""2025-07-30"","""""
"vpfk085,""0.0"",""148099-007500"",""9.0"",""2025-09-04"",""LA-00225090|vpfk085||0"""
"zs20521.68,""0.0"",""V-005000"",""50000.0"",""2025-07-30"","""""
"zs20521.68,""0.0"",""V-005000"",""50000.0"",""2025-07-30"","""""
"zs203180.22,""100000.0"",""V-010000"",""0.0"",""2026-02-12"","""""
"sprd33404sw,""0.0"","""",""10.0"",""2026-02-08"",""LA-00229562|sprd33404sw||0"""
"450.60,""0.0"","""",""128000.0"",""2025-08-06"","""""
"450.64,""128000.0"","""",""0.0"",""2025-08-21"","""""
"3623a,""0.0"",""V-001000"",""45000.0"",""2025-08-11"","""""
"zkhuc0095,""0.0"",""V-010000"",""40304.0"",""2026-02-08"",""LA-00229562|zkhuc0095||0"""
"450212.61,""0.0"",""170456-005000"",""20000.0"",""2025-08-06"","""""
"1009k.28,""0.0"","""",""50000.0"",""2025-09-16"",""ZL-00224568|1009k.28||1"""
"1080c0.68,""12000.0"",""V-001500"",""0.0"",""2025-11-12"","""""
"1080c.68,""0.0"","""",""12000.0"",""2025-11-06"",""LA-00228977|1080c.68||0"""
"zk1600800500,""0.0"","""",""12667.0"",""2025-11-06"",""LA-00228977|zk1600800500||0"""
"zkabx0133,""0.0"",""V-001500"",""10048.0"",""2025-11-06"",""LA-00228977|zkabx0133||0"""
"sprd33408sw,""0.0"",""V-001500"",""16.0"",""2025-11-06"",""LA-00228977|sprd33408sw||0"""
"b25100015.61,""0.0"",""V-001000"",""5000.0"",""2025-08-22"","""""
"p06108802083,""500000.0"",""V-005000"",""0.0"",""2025-09-04"","""""
"3876r06.68,""0.0"",""V-000250"",""500.0"",""2025-08-06"","""""
"zs1112004866,""25000.0"",""146041-002000"",""0.0"",""2025-07-22"","""""
"3653c,""0.0"","""",""750.0"",""2025-09-01"",""ZV-00224895|3653c||1"""
"3649a,""2000.0"",""V-001000"",""0.0"",""2025-10-28"","""""
"3821r90.67,""0.0"",""V-000500"",""500.0"",""2025-08-19"","""""
"737035,""270.0"",""116981-000090"",""0.0"",""2025-07-23"","""""
"zk20326,""0.0"",""148099-007500"",""160.0"",""2025-07-21"",""LA-00208365|zk20326||0"""
"vpss021,""0.0"",""148099-007500"",""9.0"",""2025-07-21"","""""
"vpfk085,""0.0"",""148099-007500"",""9.0"",""2025-07-21"",""LA-00208365|vpfk085||0"""
"zs0706455068,""0.0"",""V-010000"",""100000.0"",""2025-12-18"","""""
"b22090025.60,""0.0"","""",""2000.0"",""2025-08-18"",""ZV-00227528|b22090025.60||1"""
"x50030075.95,""0.0"","""",""30000.0"",""2025-08-14"",""ZV-00227529|x50030075.95||1"""
"zs20545.90,""0.0"","""",""15000.0"",""2025-08-06"",""ZV-00227530|zs20545.90||1"""
"zs741244,""0.0"","""",""10000.0"",""2025-09-08"",""ZV-00227532|zs741244||1"""
"x94064050.45,""8000.0"",""V-001000"",""0.0"",""2025-10-27"","""""
"zs1016k.68,""40000.0"",""122856-005000"",""0.0"",""2025-09-03"","""""
"3414a,""0.0"","""",""2000.0"",""2026-01-29"",""ZV-00228596|3414a||1"""
"381790.67,""0.0"","""",""2000.0"",""2025-07-23"",""ZV-00228599|381790.67||1"""
"1000c.21,""50000.0"",""V-002000"",""0.0"",""2026-02-02"","""""
"1000c.21,""50000.0"",""V-002000"",""0.0"",""2026-05-04"","""""
"3316a.67,""12500.0"",""V-000500"",""0.0"",""2025-09-24"","""""
"x40100046.45,""0.0"",""112524-001000"",""1500000.0"",""2025-07-31"","""""
"RCU72,""0.0"",""V-005000"",""71.685"",""2025-10-31"","""""
"RMSA30,""0.0"",""113678-005000"",""104.72"",""2025-08-13"","""""
"3652a,""0.0"",""V-000250"",""500.0"",""2025-07-30"","""""
"a40105040.60,""0.0"",""113678-005000"",""400000.0"",""2025-12-02"","""""
"a40105040.60,""0.0"",""113678-005000"",""200000.0"",""2026-01-27"","""""
"a40105040.60,""0.0"",""113678-005000"",""300000.0"",""2026-03-03"","""""
"a40105040.60,""0.0"",""113678-005000"",""200000.0"",""2026-05-05"","""""
"a40105040.60,""0.0"",""113678-005000"",""200000.0"",""2026-06-02"","""""
"a40105040.60,""0.0"",""113678-005000"",""500000.0"",""2026-08-04"","""""
"a40105040.60,""0.0"",""113678-005000"",""200000.0"",""2026-09-29"","""""
"a40105040.60,""0.0"",""113678-005000"",""200000.0"",""2026-11-24"","""""
"a40105040.60,""0.0"",""113678-005000"",""200000.0"",""2026-11-17"","""""
"b24100025.80,""0.0"",""113678-010000"",""500000.0"",""2025-11-25"","""""
"b24100025.80,""0.0"",""113678-010000"",""500000.0"",""2026-01-06"","""""
"3865u.68,""0.0"","""",""8000.0"",""2025-11-25"",""ZV-00222844|3865u.68||1"""
"zszt40956.20,""0.0"",""V-001000"",""30000.0"",""2026-01-29"","""""
"3876r06.60,""0.0"",""113678-000250"",""5000.0"",""2025-08-05"","""""
"x5311035e453,""0.0"","""",""100000.0"",""2025-09-17"",""ZV-00224604|x5311035e453||1"""
"zs20532.65,""0.0"",""V-000500"",""20000.0"",""2025-07-25"","""""
"zs20532.65,""0.0"",""V-000500"",""20000.0"",""2025-08-21"","""""
"zs20532.65,""0.0"",""V-000500"",""20000.0"",""2025-09-26"","""""
"3966,""10000.0"",""130471-000250"",""0.0"",""2025-09-19"","""""
"4509a06.67,""30000.0"",""118634-001000"",""0.0"",""2025-09-01"","""""
"zs2110034.80,""0.0"","""",""30000.0"",""2025-11-13"",""ZV-00220155|zs2110034.80||1"""
"zs2110034.80,""0.0"","""",""30000.0"",""2026-02-06"",""ZV-00220159|zs2110034.80||1"""
"a20100030.65,""0.0"","""",""10000.0"",""2025-08-07"",""ZV-00228974|a20100030.65||1"""
"a08035020.60,""0.0"",""V-005000"",""5000.0"",""2025-08-12"","""""
"3722,""0.0"",""V-000250"",""2000.0"",""2025-10-10"","""""
"3723,""0.0"",""V-000250"",""1000.0"",""2025-10-10"","""""
"3502a,""0.0"",""V-000500"",""4000.0"",""2025-08-27"","""""
"3560a,""0.0"",""V-000250"",""500.0"",""2025-08-27"","""""
"440710.40,""0.0"",""V-001000"",""3000.0"",""2025-09-19"","""""
"460408d,""0.0"",""V-000500"",""500.0"",""2025-09-19"","""""
"389808,""0.0"",""V-000250"",""5000.0"",""2025-12-01"","""""
"2021.60,""0.0"","""",""90000.0"",""2025-08-26"","""""
"2021.68,""90000.0"","""",""0.0"",""2025-09-09"","""""
"3863bsb02.90,""0.0"","""",""40000.0"",""2025-11-06"","""""
"x18103015.47,""1000000.0"","""",""0.0"",""2025-08-18"","""""
"3863bsb02.95,""40000.0"","""",""0.0"",""2025-11-20"","""""
"378705.61,""16000.0"","""",""0.0"",""2026-03-11"","""""
"378705.61,""0.0"","""",""16000.0"",""2026-03-10"",""ZL-00228397|378705.61||1"""
"zk2101081472,""5910.0"","""",""0.0"",""2025-06-02"","""""
"zs20550.41,""100000.0"",""V-002500"",""0.0"",""2025-07-23"","""""
"449907.40,""0.0"",""V-001000"",""5000.0"",""2025-08-11"","""""
"zszt40956.20,""30000.0"",""V-001000"",""0.0"",""2026-01-28"","""""
"zs20438.68,""0.0"",""V-001000"",""25000.0"",""2025-08-08"","""""
"x60020140.65,""0.0"","""",""20000.0"",""2025-12-01"",""ZV-00226912|x60020140.65||1"""
"1345.28,""109200.0"",""V-005000"",""0.0"",""2025-08-12"","""""
"1345.28,""0.0"","""",""109200.0"",""2025-08-11"",""ZL-00226913|1345.28||1"""
"1345.28,""500000.0"",""V-005000"",""0.0"",""2025-10-01"","""""
"1345.28,""0.0"","""",""500000.0"",""2025-09-30"",""ZL-00226914|1345.28||1"""
"vpbf043,""0.0"",""V-000500"",""3.0"",""2025-08-24"","""""
"zs20438.68,""0.0"",""V-001000"",""25000.0"",""2026-01-20"","""""
"1056b.60,""0.0"","""",""50000.0"",""2025-08-29"","""""
"1056b.68,""50000.0"","""",""0.0"",""2025-09-12"","""""
"zs4g89552.68,""0.0"",""118052-005000"",""500000.0"",""2025-11-13"","""""
"3937s,""30000.0"",""V-001000"",""0.0"",""2025-07-23"","""""
"x12006007090,""0.0"",""V-001000"",""50000.0"",""2025-08-13"","""""
"x12006007090,""0.0"",""V-001000"",""50000.0"",""2025-09-12"","""""
"3861.67,""0.0"","""",""60000.0"",""2025-08-29"",""ZL-00229381|3861.67||1"""
"x12006007090,""0.0"",""V-001000"",""50000.0"",""2025-11-12"","""""
"x12006007090,""0.0"",""V-001000"",""50000.0"",""2026-01-12"","""""
"x12006007090,""0.0"",""V-001000"",""50000.0"",""2026-03-12"","""""
"3523a,""5000.0"",""V-000500"",""0.0"",""2025-11-17"","""""
"m30015.01.65,""5000.0"",""146756-000500"",""0.0"",""2025-08-06"","""""
"u20120302568,""5000.0"",""V-000500"",""0.0"",""2025-07-24"","""""
"x25050025.68,""30000.0"",""146756-005000"",""0.0"",""2025-08-06"","""""
"393408s,""6000.0"",""V-000250"",""0.0"",""2025-09-10"","""""
"38950.95,""168000.0"","""",""0.0"",""2025-09-05"","""""
"3743,""0.0"",""118634-000050"",""1000.0"",""2025-07-29"","""""
"38950.95,""168000.0"","""",""0.0"",""2026-02-06"","""""
"460508,""0.0"",""118634-000500"",""5000.0"",""2025-09-02"","""""
"3825k.68,""105300.0"","""",""0.0"",""2025-07-25"","""""
"3607a,""0.0"",""V-000250"",""2000.0"",""2025-07-28"","""""
"6501e.60,""0.0"","""",""89100.0"",""2025-07-17"","""""
"393408s,""0.0"","""",""6000.0"",""2025-09-09"",""ZL-00222955|393408s||1"""
"x43078035.40,""0.0"",""112524-050000"",""50000.0"",""2025-09-18"","""""
"x43100040.40,""0.0"",""112524-020000"",""75000.0"",""2025-08-28"","""""
"3876c.67,""0.0"",""110384-000500"",""20000.0"",""2025-07-31"","""""
"3525a,""10000.0"",""V-000250"",""0.0"",""2025-11-11"","""""
"3525a,""0.0"","""",""10000.0"",""2025-11-07"",""ZL-00226897|3525a||1"""
"2124.68,""0.0"",""149123-001000"",""3000.0"",""2025-07-23"","""""
"390008,""5000.0"",""V-000250"",""0.0"",""2025-11-25"","""""
"36232cc,""0.0"",""V-002500"",""100000.0"",""2025-07-23"","""""
"38950.95,""0.0"",""V-014000"",""56000.0"",""2025-11-12"","""""
"1364b.68,""0.0"",""160447-001000"",""15000.0"",""2025-07-23"","""""
"1364e.68,""0.0"",""160447-001000"",""17000.0"",""2025-07-23"","""""
"x07012036.ps,""0.0"",""160447-000100"",""10000.0"",""2025-07-23"","""""
"m30020.01.65,""0.0"",""160447-000500"",""10000.0"",""2025-07-23"","""""
"3833.60,""0.0"",""160447-000100"",""20000.0"",""2025-07-23"","""""
"m30005.01.65,""0.0"",""160447-001000"",""14000.0"",""2025-07-23"","""""
"m30008.00.65,""0.0"",""160447-001000"",""5000.0"",""2025-07-23"","""""
"38950.95,""0.0"",""V-014000"",""56000.0"",""2026-03-04"","""""
"RCU12,""1000.0"","""",""0.0"",""2025-07-25"","""""
"zk0663204,""0.0"",""V-000100"",""2817.0"",""2025-07-15"","""""
"38950.95,""0.0"",""V-014000"",""56000.0"",""2026-06-08"","""""
"38950.95,""0.0"",""V-014000"",""56000.0"",""2026-08-17"","""""
"38950.95,""0.0"",""V-014000"",""56000.0"",""2026-09-07"","""""
"396008,""0.0"",""V-000250"",""50000.0"",""2026-02-24"","""""
"zs340988.21,""20000.0"",""V-001000"",""0.0"",""2026-03-27"","""""
"3775a08.68,""0.0"","""",""50000.0"",""2025-07-23"",""ZV-00224323|3775a08.68||1"""
"3833.95,""0.0"","""",""30000.0"",""2025-11-20"",""ZV-00224330|3833.95||1"""
"3868l.61,""0.0"","""",""60000.0"",""2025-09-04"",""ZV-00227573|3868l.61||1"""
"zs3785n08.68,""0.0"",""V-010000"",""266705.0"",""2025-04-25"","""""
"4508a06.67,""0.0"","""",""5000.0"",""2025-07-24"",""ZV-00227579|4508a06.67||1"""
"4508b06.67,""0.0"","""",""5000.0"",""2025-07-24"",""ZV-00227580|4508b06.67||1"""
"4509b06.67,""0.0"","""",""30000.0"",""2025-07-24"",""ZV-00227581|4509b06.67||1"""
"3871a.67,""0.0"",""V-000500"",""500.0"",""2025-07-31"","""""
"m30065.00.pa,""1000.0"","""",""0.0"",""2025-07-28"","""""
"m30025.01.65,""20000.0"","""",""0.0"",""2025-08-12"","""""
"m60050.01.99,""5000.0"","""",""0.0"",""2025-09-16"","""""
"m30e12.00.pa,""5000.0"","""",""0.0"",""2025-07-28"","""""
"m40015.00.pa,""500.0"","""",""0.0"",""2025-07-28"","""""
"v15075282061,""3420.0"",""130514-001000"",""0.0"",""2025-09-03"","""""
"1001s.68,""0.0"","""",""10000.0"",""2025-12-09"",""ZV-00225195|1001s.68||1"""
"3532a,""0.0"","""",""1000.0"",""2025-10-24"",""ZV-00225199|3532a||1"""
"b50050050.60,""0.0"",""V-002000"",""10000.0"",""2025-07-24"","""""
"3856.67,""0.0"",""149123-001000"",""40000.0"",""2025-10-28"","""""
"zszt64124.70,""89400.0"","""",""0.0"",""2025-10-14"","""""
"460312d,""2000.0"",""118439-000100"",""0.0"",""2025-07-22"","""""
"x40160025.95,""0.0"",""V-001000"",""10000.0"",""2025-07-31"","""""
"zdzt48812.62,""0.0"",""V-005000"",""200000.0"",""2025-10-01"","""""
"zdzt48812.62,""0.0"",""V-005000"",""100000.0"",""2026-02-16"","""""
"x07003036.pc,""12000.0"",""V-000500"",""0.0"",""2025-08-22"","""""
"vpss021,""0.0"",""V-005000"",""6.0"",""2025-07-21"","""""
"zsi912013.40,""0.0"",""V-001000"",""20000.0"",""2025-07-28"","""""
"SRF81,""0.0"",""V-005000"",""60.626"",""2025-07-21"","""""
"zs305360.80,""0.0"",""V-001000"",""12000.0"",""2025-08-07"","""""
"zsi912013.40,""0.0"",""V-001000"",""20000.0"",""2025-10-27"","""""
"vpss021,""0.0"",""V-005000"",""6.0"",""2025-07-21"","""""
"zr20417.80,""30000.0"",""V-005000"",""0.0"",""2025-09-04"","""""
"SRF82,""0.0"",""V-004000"",""117.12"",""2026-01-09"","""""
"vpss021,""0.0"",""V-004000"",""8.0"",""2026-01-11"","""""
"zr20416.80,""32000.0"",""V-004000"",""0.0"",""2026-01-26"","""""
"SRF82,""0.0"",""V-004000"",""117.12"",""2026-01-16"","""""
"vpss021,""0.0"",""V-004000"",""8.0"",""2026-01-18"","""""
"zr20416.80,""32000.0"",""V-004000"",""0.0"",""2026-02-02"","""""
"SRF82,""0.0"",""V-004000"",""117.12"",""2026-01-23"","""""
"vpss021,""0.0"",""V-004000"",""8.0"",""2026-01-25"","""""
"38422sba.95,""0.0"",""V-001000"",""8000.0"",""2025-08-14"","""""
"zr20416.80,""32000.0"",""V-004000"",""0.0"",""2026-02-09"","""""
"SRF82,""0.0"",""V-004000"",""117.12"",""2026-01-30"","""""
"vpss021,""0.0"",""V-004000"",""8.0"",""2026-02-01"","""""
"zr20416.80,""32000.0"",""V-004000"",""0.0"",""2026-02-16"","""""
"x5311035e453,""0.0"",""V-001000"",""100000.0"",""2025-10-30"","""""
"3783e.60,""0.0"","""",""106300.0"",""2025-07-07"","""""
"zdzt48812.60,""157600.0"","""",""0.0"",""2025-09-02"","""""
"zss110129968,""200000.0"",""V-010000"",""0.0"",""2025-08-07"","""""
"3515a,""0.0"","""",""30000.0"",""2025-09-08"",""ZV-00227550|3515a||1"""
"3864b.60,""0.0"","""",""2500.0"",""2025-07-28"",""ZV-00227553|3864b.60||1"""
"3876c.67,""0.0"","""",""2000.0"",""2026-01-22"",""ZV-00227554|3876c.67||1"""
"3966s,""0.0"","""",""1000.0"",""2025-07-25"",""ZV-00227555|3966s||1"""
"460712,""0.0"","""",""6000.0"",""2025-07-25"",""ZV-00227556|460712||1"""
"470518,""0.0"","""",""5000.0"",""2025-07-25"",""ZV-00227557|470518||1"""
"470918,""0.0"","""",""1000.0"",""2025-07-25"",""ZV-00227558|470918||1"""
"490818,""0.0"","""",""2000.0"",""2025-07-25"",""ZV-00227559|490818||1"""
"a25090030.60,""0.0"","""",""3000.0"",""2025-08-21"",""ZV-00227560|a25090030.60||1"""
"zs2221154.68,""0.0"",""V-001000"",""100000.0"",""2025-12-15"","""""
"zs203190.22,""0.0"",""V-010000"",""100000.0"",""2025-12-18"","""""
"m60015.01.ps,""0.0"",""V-000100"",""200.0"",""2025-08-12"","""""
"zs203180.22,""0.0"",""V-010000"",""100000.0"",""2025-11-17"","""""
"zs203180.22,""0.0"",""V-010000"",""100000.0"",""2025-12-02"","""""
"zs20571.67,""0.0"",""V-001000"",""1000.0"",""2025-07-30"","""""
"m50018.01.65,""0.0"",""V-000100"",""2000.0"",""2025-08-19"","""""
"zk210106160,""0.0"",""V-000216"",""3240.0"",""2025-08-28"","""""
"3825l08.60,""20000.0"",""V-010000"",""0.0"",""2025-10-13"","""""
"zk210106160,""0.0"",""V-000216"",""3240.0"",""2025-09-26"","""""
"zk210106160,""0.0"",""V-000216"",""3240.0"",""2025-10-27"","""""
"zk210106160,""0.0"",""V-000216"",""3240.0"",""2025-11-25"","""""
"3876r06.68,""0.0"","""",""5000.0"",""2025-07-22"",""ZV-00228391|3876r06.68||1"""
"mb_3,""0.0"","""",""1.95"",""2025-07-02"","""""
"c51080015.40,""0.0"","""",""5000.0"",""2025-08-07"",""ZV-00228394|c51080015.40||1"""
"x14098015.47,""1000000.0"","""",""0.0"",""2025-10-03"","""""
"x14098015.47F,""0.0"",""153846"",""1000000.0"",""2025-09-19"","""""
"RCU8,""0.0"","""",""53.55"",""2025-08-21"","""""
"x55150110.10,""50000.0"","""",""0.0"",""2025-08-12"","""""
"RAL4,""0.0"","""",""32.025"",""2025-07-23"","""""
"200745.60,""50000.0"","""",""0.0"",""2025-09-02"","""""
"2021.60,""100000.0"","""",""0.0"",""2025-08-19"","""""
"01013s.68,""0.0"","""",""16200.0"",""2026-01-29"","""""
"zs20514.62,""25000.0"",""V-001000"",""0.0"",""2025-11-24"","""""
"zk210108142,""0.0"",""V-000102"",""1530.0"",""2025-09-08"","""""
"3492c,""0.0"",""116981-000500"",""1500.0"",""2025-09-15"","""""
"03866a.68,""0.0"","""",""2000.0"",""2025-07-29"","""""
"zk210108142,""0.0"",""V-000102"",""1530.0"",""2025-09-26"","""""
"zk210108142,""0.0"",""V-000102"",""1530.0"",""2025-10-16"","""""
"zk210108142,""0.0"",""V-000102"",""1530.0"",""2025-11-05"","""""
"1002n.68,""0.0"","""",""240000.0"",""2026-01-14"",""ZV-00219517|1002n.68||1"""
"zs1112004866,""0.0"","""",""20000.0"",""2025-08-18"",""ZV-00225308|zs1112004866||1"""
"zs1112004866,""0.0"","""",""20000.0"",""2025-10-20"",""ZV-00225309|zs1112004866||1"""
"zs1112004866,""0.0"","""",""20000.0"",""2026-01-05"",""ZV-00225310|zs1112004866||1"""
"zs1112004866,""0.0"","""",""20000.0"",""2026-03-09"",""ZV-00225311|zs1112004866||1"""
"zs1112004866,""0.0"","""",""20000.0"",""2026-05-18"",""ZV-00225312|zs1112004866||1"""
"zs1112004866,""0.0"","""",""25000.0"",""2026-07-27"",""ZV-00225313|zs1112004866||1"""
"x89210022.47F,""0.0"",""150765"",""200000.0"",""2025-09-16"","""""
"SCUA25,""0.0"","""",""257.6"",""2025-08-13"","""""
"x40100046.45F,""0.0"",""112524-001000"",""1573796.0"",""2025-07-30"","""""
"10255009,""0.0"",""V-000100"",""2000.0"",""2025-09-26"","""""
"x40160025.95,""0.0"","""",""10000.0"",""2025-07-29"",""ZV-00223849|x40160025.95||1"""
"470108,""0.0"","""",""200000.0"",""2025-07-25"",""ZV-00229209|470108||1"""
"wz4030,""1.0"","""",""0.0"",""2025-08-04"","""""
"378008.68,""0.0"",""112558-001000"",""1000.0"",""2025-11-17"","""""
"RRF6,""0.0"",""V-005000"",""0.454"",""2025-05-27"","""""
"zd20158,""0.0"",""147208-001000"",""6745.0"",""2025-10-10"","""""
"3704,""0.0"",""116981-000500"",""500.0"",""2025-07-28"","""""
"3826b.28,""10000.0"",""110844-005000"",""0.0"",""2025-08-27"","""""
"1009k.20,""0.0"","""",""100000.0"",""2025-08-29"","""""
"1009k.28,""100000.0"","""",""0.0"",""2025-09-12"","""""
"3790d.95,""0.0"",""V-001000"",""5000.0"",""2025-08-07"","""""
"33101a.60,""63000.0"","""",""0.0"",""2025-08-26"","""""
